nom_humed,region,comuna,tipo,poly_area,shape_area,cod_humed,FID,cut_reg,recent_v2_mm,anomaly_v2_pct,z_v2,pctl_empirico,factor_correccion,clim_om_mean_mm,twi,expo_topo,expo_met,expo_comp_w30,expo_comp_w50,expo_comp_w70,en_p90,alta_robusta
Sist. Rio Aconcagua y trib,Valparaíso,Quintero,Humedal asociado a límite urbano,0.0858938044223,859.345460277,HUR-05-02,85372,5,126.4,207.8,2.84,95.5,0.628,41.07,6.92,0.287,0.91,0.474,0.598,0.723,True,False
Sist. Rio Aconcagua y trib,Valparaíso,Quintero,Humedal asociado a límite urbano,0.024066219541,240.783595753,HUR-05-02,85373,5,126.4,207.8,2.84,95.5,0.628,41.07,7.5,0.354,0.91,0.521,0.632,0.743,True,False
Sist. Rio Aconcagua y trib,Valparaíso,Quintero,Humedal asociado a límite urbano,0.0113744049968,113.801994757,HUR-05-02,85374,5,126.4,207.8,2.84,95.5,0.628,41.07,6.03,0.183,0.91,0.401,0.546,0.692,True,False
Sist. Rio Aconcagua y trib,Valparaíso,Concón,Humedal asociado a límite urbano,63.9515932234,639849.094359,HUR-05-02,85375,5,126.4,207.8,2.84,95.5,0.628,41.07,8.62,0.485,0.91,0.612,0.698,0.782,True,True
Estero Pelumpen y Granizo,Valparaíso,Olmué,Humedal asociado a límite urbano,141.462738722,1414887.61371,HUR-05-21,85376,5,134.4,213.9,2.86,95.5,0.672,42.82,7.69,0.376,0.91,0.536,0.643,0.75,True,False
Estero Pelumpen y Granizo,Valparaíso,Olmué,Humedal asociado a límite urbano,6.08232327141,60838.5516072,HUR-05-21,85377,5,134.4,213.9,2.86,95.5,0.672,42.82,14.64,1.0,0.91,0.973,0.955,0.937,True,True
Estero Pelumpen y Granizo,Valparaíso,Limache,Humedal asociado a límite urbano,147.598254721,1476486.66799,HUR-05-21,85378,5,124.2,190.1,2.54,95.5,0.648,42.82,8.59,0.481,0.91,0.61,0.696,0.781,True,True
Estero Pelumpen y Granizo,Valparaíso,Limache,Humedal asociado a límite urbano,0.0923384664514,923.626452153,HUR-05-21,85379,5,134.4,213.9,2.86,95.5,0.672,42.82,8.29,0.447,0.91,0.586,0.678,0.771,True,False
Estero Pelumpen y Granizo,Valparaíso,Limache,Humedal asociado a límite urbano,0.113558095714,1135.89921968,HUR-05-21,85380,5,134.4,213.9,2.86,95.5,0.672,42.82,7.69,0.376,0.91,0.536,0.643,0.75,True,False
Estero Pelumpen y Granizo,Valparaíso,Limache,Humedal asociado a límite urbano,5.23079010204,52321.0082874,HUR-05-21,85381,5,134.4,213.9,2.86,95.5,0.672,42.82,10.45,0.698,0.91,0.762,0.804,0.846,True,True
Estero Pelumpen y Granizo,Valparaíso,Limache,Humedal asociado a límite urbano,0.35114554532,3512.31956584,HUR-05-21,85382,5,134.4,213.9,2.86,95.5,0.672,42.82,8.25,0.442,0.91,0.582,0.676,0.77,True,False
Sist. Rio Maipo y Estero El Sauce,Valparaíso,San Antonio,Humedal asociado a límite urbano,418.178467922,4184218.23441,HUR-05-30,85383,5,63.5,38.4,0.56,77.3,0.375,45.89,7.77,0.386,0.546,0.434,0.466,0.498,False,False
Sist. Rio Maipo y Estero El Sauce,Valparaíso,San Antonio,Humedal asociado a límite urbano,9.93135924637,99375.0536909,HUR-05-30,85384,5,58.3,27.0,0.4,72.7,0.368,45.89,7.17,0.316,0.454,0.357,0.385,0.413,False,False
Sist. Rio Maipo y Estero El Sauce,Valparaíso,San Antonio,Humedal asociado a límite urbano,5.01722640099,50203.7246052,HUR-05-30,85385,5,58.3,27.0,0.4,72.7,0.368,45.89,6.99,0.295,0.454,0.343,0.374,0.406,False,False
Sist. Rio Maipo y Estero El Sauce,Valparaíso,San Antonio,Humedal asociado a límite urbano,2.95276875681,29546.0924025,HUR-05-30,85386,5,58.3,27.0,0.4,72.7,0.368,45.89,7.77,0.386,0.454,0.406,0.42,0.434,False,False
Sist. Rio Maipo y Estero El Sauce,Valparaíso,Santo Domingo,Humedal asociado a límite urbano,8.57213672367,85775.5086893,HUR-05-30,85387,5,58.3,27.0,0.4,72.7,0.368,45.89,10.44,0.697,0.454,0.624,0.576,0.527,False,False
Sist. Rio Maipo y Estero El Sauce,Valparaíso,Santo Domingo,Humedal asociado a límite urbano,37.4628269302,374860.370037,HUR-05-30,85388,5,58.3,27.0,0.4,72.7,0.368,45.89,7.51,0.356,0.454,0.385,0.405,0.425,False,False
Sist. Rio Maipo y Estero El Sauce,Valparaíso,Santo Domingo,Humedal asociado a límite urbano,7.0771854065,70815.5557494,HUR-05-30,85389,5,58.3,27.0,0.4,72.7,0.368,45.89,7.82,0.392,0.454,0.411,0.423,0.435,False,False
Sist. Rio Maipo y Estero El Sauce,Valparaíso,Santo Domingo,Humedal asociado a límite urbano,32.7236261647,327435.869071,HUR-05-30,85390,5,58.3,27.0,0.4,72.7,0.368,45.89,8.7,0.494,0.454,0.482,0.474,0.466,False,False
Sist. Rio Maipo y Estero El Sauce,Valparaíso,Santo Domingo,Humedal asociado a límite urbano,77.8960307356,779420.135537,HUR-05-30,85391,5,63.5,38.4,0.56,77.3,0.375,45.89,11.7,0.845,0.546,0.755,0.696,0.636,False,False
Sist. Rio Maipo y Estero El Sauce,Valparaíso,Santo Domingo,Humedal asociado a límite urbano,21.7070547541,217195.054964,HUR-05-30,85392,5,63.5,38.4,0.56,77.3,0.375,45.89,6.26,0.21,0.546,0.311,0.378,0.445,False,False
Sist. Rio Maipo y Estero El Sauce,Valparaíso,Santo Domingo,Humedal asociado a límite urbano,19.5647852172,195758.100159,HUR-05-30,85393,5,63.5,38.4,0.56,77.3,0.375,45.89,13.25,1.0,0.546,0.864,0.773,0.682,False,False
Sist. Rio Maipo y Estero El Sauce,Valparaíso,San Antonio,Humedal asociado a límite urbano,33.1668532789,331843.610584,HUR-05-30,85394,5,58.3,27.0,0.4,72.7,0.368,45.89,7.77,0.386,0.454,0.406,0.42,0.434,False,False
Estero Casablanca,Valparaíso,Casablanca,Humedal asociado a límite urbano,0.176109937383,1762.22601846,HUR-05-39,85395,5,107.1,147.2,2.08,90.9,0.521,43.32,18.06,1.0,0.818,0.945,0.909,0.873,True,True
Estero Casablanca,Valparaíso,Casablanca,Humedal asociado a límite urbano,0.025676449151,256.927666075,HUR-05-39,85396,5,107.1,147.2,2.08,90.9,0.521,43.32,6.47,0.235,0.818,0.41,0.526,0.643,True,False
Estero Casablanca,Valparaíso,Casablanca,Humedal asociado a límite urbano,0.46107296994,4613.65008835,HUR-05-39,85397,5,107.1,147.2,2.08,90.9,0.521,43.32,18.0,1.0,0.818,0.945,0.909,0.873,True,True
Estero Casablanca,Valparaíso,Casablanca,Humedal asociado a límite urbano,0.161855295464,1619.59751292,HUR-05-39,85398,5,107.1,147.2,2.08,90.9,0.521,43.32,19.08,1.0,0.818,0.945,0.909,0.873,True,True
Estero Casablanca,Valparaíso,Casablanca,Humedal asociado a límite urbano,0.771321244241,7718.26449479,HUR-05-39,85399,5,107.1,147.2,2.08,90.9,0.521,43.32,19.48,1.0,0.818,0.945,0.909,0.873,True,True
Estero Casablanca,Valparaíso,Casablanca,Humedal asociado a límite urbano,0.436276774771,4365.49565437,HUR-05-39,85400,5,107.1,147.2,2.08,90.9,0.521,43.32,18.52,1.0,0.818,0.945,0.909,0.873,True,True
Estero Casablanca,Valparaíso,Casablanca,Humedal asociado a límite urbano,0.212597274914,2127.23207508,HUR-05-39,85401,5,108.4,150.2,2.12,90.9,0.527,43.32,9.82,0.625,0.818,0.683,0.722,0.76,True,True
Estero Casablanca,Valparaíso,Casablanca,Humedal asociado a límite urbano,0.016224693814,162.35256121,HUR-05-39,85402,5,107.1,147.2,2.08,90.9,0.521,43.32,6.14,0.196,0.818,0.383,0.507,0.631,True,False
Estero Casablanca,Valparaíso,Casablanca,Humedal asociado a límite urbano,0.154355986325,1544.48892825,HUR-05-39,85403,5,108.4,150.2,2.12,90.9,0.527,43.32,19.08,1.0,0.818,0.945,0.909,0.873,True,True
Estero Casablanca,Valparaíso,Casablanca,Humedal asociado a límite urbano,0.0497186990638,497.515562764,HUR-05-39,85404,5,107.1,147.2,2.08,90.9,0.521,43.32,6.23,0.207,0.818,0.39,0.512,0.635,True,False
Estero Casablanca,Valparaíso,Casablanca,Humedal asociado a límite urbano,0.0755254642462,755.699736995,HUR-05-39,85405,5,108.4,150.2,2.12,90.9,0.527,43.32,7.48,0.353,0.818,0.492,0.585,0.678,True,False
Estero Casablanca,Valparaíso,Casablanca,Humedal asociado a límite urbano,0.0282135272737,282.306239053,HUR-05-39,85406,5,108.4,150.2,2.12,90.9,0.527,43.32,18.78,1.0,0.818,0.945,0.909,0.873,True,True
Estero Casablanca,Valparaíso,Casablanca,Humedal asociado a límite urbano,0.0686016838572,686.410168194,HUR-05-39,85407,5,108.4,150.2,2.12,90.9,0.527,43.32,7.77,0.386,0.818,0.516,0.602,0.688,True,False
Estero Casablanca,Valparaíso,Casablanca,Humedal asociado a límite urbano,0.0165653948462,165.753653398,HUR-05-39,85408,5,108.4,150.2,2.12,90.9,0.527,43.32,6.51,0.239,0.818,0.413,0.528,0.644,True,False
Estero Casablanca,Valparaíso,Casablanca,Humedal asociado a límite urbano,1.04721042703,10478.6215141,HUR-05-39,85409,5,107.1,147.2,2.08,90.9,0.521,43.32,17.99,1.0,0.818,0.945,0.909,0.873,True,True
Estero Casablanca,Valparaíso,Casablanca,Humedal asociado a límite urbano,0.0159745669661,159.852193944,HUR-05-39,85410,5,107.1,147.2,2.08,90.9,0.521,43.32,20.26,1.0,0.818,0.945,0.909,0.873,True,True
Estero Casablanca,Valparaíso,Casablanca,Humedal asociado a límite urbano,0.0372837093957,373.050485693,HUR-05-39,85411,5,108.4,150.2,2.12,90.9,0.527,43.32,18.98,1.0,0.818,0.945,0.909,0.873,True,True
Estero Casablanca,Valparaíso,Casablanca,Humedal asociado a límite urbano,0.651977929673,6524.25728163,HUR-05-39,85412,5,107.1,147.2,2.08,90.9,0.521,43.32,5.92,0.17,0.818,0.364,0.494,0.624,True,False
Estero Casablanca,Valparaíso,Casablanca,Humedal asociado a límite urbano,7.04604053115,70509.9687576,HUR-05-39,85413,5,107.1,147.2,2.08,90.9,0.521,43.32,7.71,0.379,0.818,0.511,0.598,0.686,True,False
Estero Casablanca,Valparaíso,Casablanca,Humedal asociado a límite urbano,0.181467270374,1815.70284363,HUR-05-39,85414,5,108.4,150.2,2.12,90.9,0.527,43.32,6.76,0.268,0.818,0.433,0.543,0.653,True,False
Estero Casablanca,Valparaíso,Casablanca,Humedal asociado a límite urbano,0.219865494399,2200.17400304,HUR-05-39,85415,5,107.1,147.2,2.08,90.9,0.521,43.32,20.29,1.0,0.818,0.945,0.909,0.873,True,True
Estero Casablanca,Valparaíso,Casablanca,Humedal asociado a límite urbano,0.0513744896515,514.08806024,HUR-05-39,85416,5,107.1,147.2,2.08,90.9,0.521,43.32,18.3,1.0,0.818,0.945,0.909,0.873,True,True
Estero Casablanca,Valparaíso,Casablanca,Humedal asociado a límite urbano,0.477331965817,4776.03389607,HUR-05-39,85417,5,108.4,150.2,2.12,90.9,0.527,43.32,13.97,1.0,0.818,0.945,0.909,0.873,True,True
Estero Casablanca,Valparaíso,Casablanca,Humedal asociado a límite urbano,0.0923017417918,923.590770556,HUR-05-39,85418,5,107.1,147.2,2.08,90.9,0.521,43.32,18.56,1.0,0.818,0.945,0.909,0.873,True,True
Estero Casablanca,Valparaíso,Casablanca,Humedal asociado a límite urbano,0.0632139210082,632.57023724,HUR-05-39,85419,5,107.1,147.2,2.08,90.9,0.521,43.32,6.66,0.256,0.818,0.425,0.537,0.649,True,False
Estero Casablanca,Valparaíso,Casablanca,Humedal asociado a límite urbano,0.101557723681,1016.15493351,HUR-05-39,85420,5,108.4,150.2,2.12,90.9,0.527,43.32,19.61,1.0,0.818,0.945,0.909,0.873,True,True
Estero Casablanca,Valparaíso,Casablanca,Humedal asociado a límite urbano,23.3051448044,233160.357916,HUR-05-39,85421,5,119.2,175.1,2.47,90.9,0.534,43.32,19.83,1.0,0.818,0.945,0.909,0.873,True,True
Estero Casablanca,Valparaíso,Casablanca,Humedal asociado a límite urbano,3.35520644762,33576.0741534,HUR-05-39,85422,5,107.1,147.2,2.08,90.9,0.521,43.32,12.29,0.913,0.818,0.884,0.865,0.846,True,True
Estero Casablanca,Valparaíso,Algarrobo,Humedal asociado a límite urbano,0.937831746758,9384.34599018,HUR-05-39,85423,5,107.1,147.2,2.08,90.9,0.521,43.32,18.39,1.0,0.818,0.945,0.909,0.873,True,True
Estero Casablanca,Valparaíso,Algarrobo,Humedal asociado a límite urbano,0.0344763560584,344.982692397,HUR-05-39,85424,5,107.1,147.2,2.08,90.9,0.521,43.32,19.26,1.0,0.818,0.945,0.909,0.873,True,True
Estero Casablanca,Valparaíso,Algarrobo,Humedal asociado a límite urbano,0.420315901047,4205.83855815,HUR-05-39,85425,5,107.1,147.2,2.08,90.9,0.521,43.32,21.01,1.0,0.818,0.945,0.909,0.873,True,True
Estero Casablanca,Valparaíso,Algarrobo,Humedal asociado a límite urbano,0.896221086979,8968.04550665,HUR-05-39,85426,5,107.1,147.2,2.08,90.9,0.521,43.32,17.45,1.0,0.818,0.945,0.909,0.873,True,True
Estero Casablanca,Valparaíso,Algarrobo,Humedal asociado a límite urbano,1.16888119466,11695.8023861,HUR-05-39,85427,5,108.4,150.2,2.12,90.9,0.527,43.32,20.18,1.0,0.818,0.945,0.909,0.873,True,True
Estero Casablanca,Valparaíso,Algarrobo,Humedal asociado a límite urbano,3.13551851177,31376.1518653,HUR-05-39,85428,5,107.1,147.2,2.08,90.9,0.521,43.32,5.48,0.119,0.818,0.329,0.468,0.608,True,False
Estero Casablanca,Valparaíso,Algarrobo,Humedal asociado a límite urbano,2.31525535071,23166.7291152,HUR-05-39,85429,5,108.4,150.2,2.12,90.9,0.527,43.32,19.45,1.0,0.818,0.945,0.909,0.873,True,True
Estero Casablanca,Valparaíso,Algarrobo,Humedal asociado a límite urbano,1.64038144756,16413.4047554,HUR-05-39,85430,5,108.4,150.2,2.12,90.9,0.527,43.32,6.51,0.239,0.818,0.413,0.528,0.644,True,False
Estero Casablanca,Valparaíso,Algarrobo,Humedal asociado a límite urbano,0.108977042688,1090.41685172,HUR-05-39,85431,5,108.4,150.2,2.12,90.9,0.527,43.32,6.48,0.235,0.818,0.41,0.526,0.643,True,False
Estero Casablanca,Valparaíso,Algarrobo,Humedal asociado a límite urbano,0.297035314522,2972.21089387,HUR-05-39,85432,5,107.1,147.2,2.08,90.9,0.521,43.32,7.66,0.374,0.818,0.507,0.596,0.685,True,False
Estero Casablanca,Valparaíso,Algarrobo,Humedal asociado a límite urbano,0.697843329536,6982.42780389,HUR-05-39,85433,5,108.4,150.2,2.12,90.9,0.527,43.32,12.83,0.976,0.818,0.929,0.897,0.865,True,True
Estero Casablanca,Valparaíso,Algarrobo,Humedal asociado a límite urbano,0.218631454286,2187.82186596,HUR-05-39,85434,5,107.1,147.2,2.08,90.9,0.521,43.32,5.96,0.175,0.818,0.368,0.496,0.625,True,False
Estero Casablanca,Valparaíso,Algarrobo,Humedal asociado a límite urbano,0.137728182334,1378.23634254,HUR-05-39,85435,5,107.1,147.2,2.08,90.9,0.521,43.32,5.4,0.109,0.818,0.322,0.463,0.605,True,False
Estero Casablanca,Valparaíso,Algarrobo,Humedal asociado a límite urbano,0.0620371551158,620.724516204,HUR-05-39,85436,5,108.4,150.2,2.12,90.9,0.527,43.32,6.76,0.268,0.818,0.433,0.543,0.653,True,False
Estero Casablanca,Valparaíso,Algarrobo,Humedal asociado a límite urbano,16.7722130451,167841.591864,HUR-05-39,85437,5,107.1,147.2,2.08,90.9,0.521,43.32,20.83,1.0,0.818,0.945,0.909,0.873,True,True
Estero Casablanca,Valparaíso,Algarrobo,Humedal asociado a límite urbano,0.0325054326831,325.25870492,HUR-05-39,85438,5,107.1,147.2,2.08,90.9,0.521,43.32,7.12,0.31,0.818,0.462,0.564,0.666,True,False
Estero Casablanca,Valparaíso,Algarrobo,Humedal asociado a límite urbano,0.38125362739,3815.15198098,HUR-05-39,85439,5,107.1,147.2,2.08,90.9,0.521,43.32,8.34,0.452,0.818,0.562,0.635,0.708,True,False
Estero Casablanca,Valparaíso,Algarrobo,Humedal asociado a límite urbano,0.210317892673,2104.49234784,HUR-05-39,85440,5,107.1,147.2,2.08,90.9,0.521,43.32,12.55,0.943,0.818,0.905,0.88,0.855,True,True
Estero Casablanca,Valparaíso,Algarrobo,Humedal asociado a límite urbano,0.405007317823,4052.38834825,HUR-05-39,85441,5,108.4,150.2,2.12,90.9,0.527,43.32,9.03,0.533,0.818,0.618,0.676,0.732,True,True
Estero Casablanca,Valparaíso,Algarrobo,Humedal asociado a límite urbano,0.0872847009544,873.346438212,HUR-05-39,85442,5,108.4,150.2,2.12,90.9,0.527,43.32,7.34,0.336,0.818,0.481,0.577,0.673,True,False
Rio Rapel (sector el rincon),Valparaíso,Santo Domingo,Humedal asociado a límite urbano,36.8213220038,368496.848231,HUR-06-44,85656,5,60.5,11.8,0.2,59.1,0.416,54.1,5.97,0.183,0.182,0.183,0.182,0.182,False,False
"Sist. Rios Maipo- Mapocho, esteros Colina- Angostura- Puangue y Trib.",Valparaíso,San Antonio,Humedal no asociado a límite urbano,0.0618200798074,618.453137335,HUR-13-01,87019,5,64.7,41.0,0.6,77.3,0.396,45.89,7.95,0.407,0.546,0.449,0.477,0.504,False,False
Sin información,Valparaíso,Papudo,Humedal no asociado a límite urbano,30.5771103484,305887.377281,,87106,5,113.1,229.4,2.61,95.5,0.508,34.34,8.61,0.484,0.91,0.612,0.697,0.782,True,True
Sin información,Valparaíso,Papudo,Humedal no asociado a límite urbano,42.3466949744,423652.742809,,87107,5,96.9,182.2,2.07,86.4,0.503,34.34,7.28,0.328,0.728,0.448,0.528,0.608,False,False
Rio Petorca- Rio La Ligua,Valparaíso,Papudo,Humedal asociado a límite urbano,81.2536928245,812890.237917,HUR-05-01,87251,5,96.9,182.2,2.07,86.4,0.503,34.34,7.68,0.376,0.728,0.482,0.552,0.622,False,False
Esteros Catapilco - La Canela,Valparaíso,Puchuncaví,Humedal asociado a límite urbano,0.726824923453,7271.64280187,HUR-05-05,87252,5,92.9,140.5,1.76,86.4,0.485,38.63,7.14,0.313,0.728,0.438,0.52,0.603,False,False
Esteros Catapilco - La Canela,Valparaíso,Puchuncaví,Humedal asociado a límite urbano,9.95297249934,99574.9938096,HUR-05-05,87253,5,92.9,140.5,1.76,86.4,0.485,38.63,18.26,1.0,0.728,0.918,0.864,0.81,False,False
Esteros Catapilco - La Canela,Valparaíso,Puchuncaví,Humedal asociado a límite urbano,0.0157894407298,157.967742341,HUR-05-05,87254,5,92.9,140.5,1.76,86.4,0.485,38.63,7.47,0.351,0.728,0.464,0.54,0.615,False,False
Esteros Catapilco - La Canela,Valparaíso,Puchuncaví,Humedal asociado a límite urbano,1.88941068934,18902.5320246,HUR-05-05,87255,5,92.9,140.5,1.76,86.4,0.485,38.63,17.74,1.0,0.728,0.918,0.864,0.81,False,False
Esteros Catapilco - La Canela,Valparaíso,Puchuncaví,Humedal asociado a límite urbano,0.198926245463,1990.13392634,HUR-05-05,87256,5,92.9,140.5,1.76,86.4,0.485,38.63,16.33,1.0,0.728,0.918,0.864,0.81,False,False
Esteros Catapilco - La Canela,Valparaíso,Puchuncaví,Humedal asociado a límite urbano,0.588716556045,5889.75158517,HUR-05-05,87257,5,92.9,140.5,1.76,86.4,0.485,38.63,16.17,1.0,0.728,0.918,0.864,0.81,False,False
Esteros Catapilco - La Canela,Valparaíso,Puchuncaví,Humedal asociado a límite urbano,0.634041807469,6343.16703853,HUR-05-05,87258,5,92.9,140.5,1.76,86.4,0.485,38.63,16.12,1.0,0.728,0.918,0.864,0.81,False,False
Esteros Catapilco - La Canela,Valparaíso,Puchuncaví,Humedal asociado a límite urbano,1.25150549424,12520.4281884,HUR-05-05,87259,5,92.9,140.5,1.76,86.4,0.485,38.63,16.89,1.0,0.728,0.918,0.864,0.81,False,False
Esteros Catapilco - La Canela,Valparaíso,Puchuncaví,Humedal asociado a límite urbano,0.0928103630578,928.503378966,HUR-05-05,87260,5,92.9,140.5,1.76,86.4,0.485,38.63,16.6,1.0,0.728,0.918,0.864,0.81,False,False
Esteros Catapilco - La Canela,Valparaíso,Puchuncaví,Humedal asociado a límite urbano,0.716712812791,7170.1882249,HUR-05-05,87261,5,92.9,140.5,1.76,86.4,0.485,38.63,18.1,1.0,0.728,0.918,0.864,0.81,False,False
Esteros Catapilco - La Canela,Valparaíso,Puchuncaví,Humedal asociado a límite urbano,0.127408878612,1274.63352073,HUR-05-05,87262,5,92.9,140.5,1.76,86.4,0.485,38.63,18.68,1.0,0.728,0.918,0.864,0.81,False,False
Esteros Catapilco - La Canela,Valparaíso,Puchuncaví,Humedal asociado a límite urbano,0.863324425756,8636.95153829,HUR-05-05,87263,5,92.9,140.5,1.76,86.4,0.485,38.63,8.78,0.504,0.728,0.571,0.616,0.661,False,False
Esteros Catapilco - La Canela,Valparaíso,Puchuncaví,Humedal asociado a límite urbano,0.380949189691,3811.1075855,HUR-05-05,87264,5,92.9,140.5,1.76,86.4,0.485,38.63,7.32,0.333,0.728,0.452,0.53,0.609,False,False
Esteros Catapilco - La Canela,Valparaíso,Puchuncaví,Humedal asociado a límite urbano,0.971636624207,9720.46479028,HUR-05-05,87265,5,92.9,140.5,1.76,86.4,0.485,38.63,7.35,0.337,0.728,0.454,0.532,0.611,False,False
Esteros Catapilco - La Canela,Valparaíso,Puchuncaví,Humedal asociado a límite urbano,0.0251629955561,251.735567842,HUR-05-05,87266,5,92.9,140.5,1.76,86.4,0.485,38.63,7.38,0.341,0.728,0.457,0.534,0.612,False,False
Esteros Catapilco - La Canela,Valparaíso,Puchuncaví,Humedal asociado a límite urbano,0.160981349452,1610.48324894,HUR-05-05,87267,5,92.9,140.5,1.76,86.4,0.485,38.63,17.75,1.0,0.728,0.918,0.864,0.81,False,False
Esteros Catapilco - La Canela,Valparaíso,Puchuncaví,Humedal asociado a límite urbano,0.0519108675932,519.323320277,HUR-05-05,87268,5,92.9,140.5,1.76,86.4,0.485,38.63,16.51,1.0,0.728,0.918,0.864,0.81,False,False
Esteros Catapilco - La Canela,Valparaíso,Puchuncaví,Humedal asociado a límite urbano,0.0423733264492,423.906612027,HUR-05-05,87269,5,92.9,140.5,1.76,86.4,0.485,38.63,17.34,1.0,0.728,0.918,0.864,0.81,False,False
Esteros Catapilco - La Canela,Valparaíso,Puchuncaví,Humedal asociado a límite urbano,0.131792205876,1318.45958892,HUR-05-05,87270,5,92.9,140.5,1.76,86.4,0.485,38.63,8.22,0.439,0.728,0.526,0.584,0.641,False,False
Esteros Catapilco - La Canela,Valparaíso,Puchuncaví,Humedal asociado a límite urbano,0.273223566267,2733.34139573,HUR-05-05,87271,5,92.9,140.5,1.76,86.4,0.485,38.63,7.19,0.319,0.728,0.442,0.524,0.605,False,False
Esteros Catapilco - La Canela,Valparaíso,Puchuncaví,Humedal asociado a límite urbano,0.257696270959,2577.99798935,HUR-05-05,87272,5,92.9,140.5,1.76,86.4,0.485,38.63,17.38,1.0,0.728,0.918,0.864,0.81,False,False
Esteros Catapilco - La Canela,Valparaíso,Puchuncaví,Humedal asociado a límite urbano,0.24719119706,2472.90071441,HUR-05-05,87273,5,92.9,140.5,1.76,86.4,0.485,38.63,16.46,1.0,0.728,0.918,0.864,0.81,False,False
Esteros Catapilco - La Canela,Valparaíso,Puchuncaví,Humedal asociado a límite urbano,6.80545394905,68079.7555549,HUR-05-05,87274,5,113.4,181.9,2.19,86.4,0.556,40.22,15.37,1.0,0.728,0.918,0.864,0.81,False,False
Esteros Catapilco - La Canela,Valparaíso,Zapallar,Humedal asociado a límite urbano,99.9444572432,999766.472924,HUR-05-05,87275,5,95.6,178.4,2.03,86.4,0.499,34.34,6.82,0.276,0.728,0.412,0.502,0.592,False,False
Esteros Catapilco - La Canela,Valparaíso,Zapallar,Humedal asociado a límite urbano,0.0530107324835,530.356002705,HUR-05-05,87276,5,92.9,140.5,1.76,86.4,0.485,38.63,11.69,0.843,0.728,0.808,0.786,0.762,False,False
Esteros Catapilco - La Canela,Valparaíso,Zapallar,Humedal asociado a límite urbano,0.473081693102,4732.99844857,HUR-05-05,87277,5,92.9,140.5,1.76,86.4,0.485,38.63,9.09,0.54,0.728,0.596,0.634,0.672,False,False
Esteros Catapilco - La Canela,Valparaíso,Zapallar,Humedal asociado a límite urbano,0.0657836543241,658.136169074,HUR-05-05,87278,5,92.9,140.5,1.76,86.4,0.485,38.63,5.61,0.134,0.728,0.312,0.431,0.55,False,False
Esteros Catapilco - La Canela,Valparaíso,Zapallar,Humedal asociado a límite urbano,0.0744593534821,744.93082388,HUR-05-05,87279,5,92.9,140.5,1.76,86.4,0.485,38.63,17.59,1.0,0.728,0.918,0.864,0.81,False,False
Esteros Catapilco - La Canela,Valparaíso,Zapallar,Humedal asociado a límite urbano,0.0323994953757,324.140510825,HUR-05-05,87280,5,92.9,140.5,1.76,86.4,0.485,38.63,7.58,0.364,0.728,0.473,0.546,0.619,False,False
